-19.4172	0.000132247
-16.533	0.000345876
-16.446	0.000356049
-13.419	0.000976592
-13.2966	0.00101728
-11.8679	0.00163783
-11.6177	0.00178025
-10.7206	0.00240079
-9.89271	0.00316375
-9.89271	0.00316375
-9.64295	0.00343842
-9.54687	0.00355032
-8.93472	0.00435397
-8.74461	0.00463881
-8.51665	0.00500504
-8.0542	0.00583921
-7.55908	0.00688701
-7.46314	0.00711081
-7.34119	0.00740582
-7.31656	0.00746686
-7.29214	0.0075279
-7.21608	0.00772118
-7.16514	0.00785343
-7.15737	0.00787378
-6.89763	0.00858587
-6.88699	0.00861639
-6.8623	0.0086876
-6.74856	0.00902331
-6.67505	0.00924711
-6.64223	0.00934884
-6.52696	0.00971506
-6.51442	0.00975575
-6.51129	0.00976592
-6.32942	0.0103763
-6.32942	0.0103763
-6.18585	0.0108849
-6.16907	0.010946
-6.15516	0.0109968
-6.08929	0.011241
-5.92552	0.0118717
-5.79227	0.0124109
-5.72901	0.0126754
-5.58103	0.0133162
-5.49741	0.0136926
-5.33052	0.0144759
-5.20258	0.0151067
-5.17243	0.0152593
-5.12875	0.0154831
-5.07987	0.0157374
-5.07406	0.0157679
-5.02415	0.0160324
-4.84318	0.0170293
-4.83602	0.01707
-4.82887	0.0171107
-4.79165	0.0173243
-4.74619	0.0175888
-4.722	0.0177313
-4.70655	0.0178228
-4.54651	0.0187994
-4.49341	0.0191351
-4.46484	0.0193182
-4.45223	0.0193996
-4.34408	0.0201117
-4.33953	0.0201422
-4.3199	0.0202745
-4.21343	0.0210069
-4.1975	0.0211188
-4.18884	0.0211798
-4.15588	0.0214138
-4.07711	0.0219835
-4.04398	0.0222276
-3.97342	0.0227566
-3.97342	0.0227566
-3.9587	0.0228685
-3.95337	0.0229092
-3.94273	0.0229906
-3.90055	0.0233161
-3.86025	0.0236315
-3.84094	0.0237841
-3.76117	0.024425
-3.64836	0.0253609
-3.59943	0.025778
-3.58997	0.0258594
-3.56061	0.0261137
-3.54081	0.0262866
-3.52114	0.0264595
-3.46854	0.0269275
-3.46515	0.026958
-3.46062	0.0269987
-3.44371	0.0271513
-3.39355	0.0276091
-3.38362	0.0277006
-3.37043	0.0278227
-3.35402	0.0279753
-3.34422	0.0280669
-3.32147	0.0282805
-3.29034	0.0285755
-3.2882	0.0285958
-3.28181	0.0286569
-3.2238	0.0292164
-3.083	0.0306202
-3.02281	0.0312408
-2.94757	0.0320343
-2.94281	0.0320851
-2.88161	0.0327464
-2.82529	0.0333669
-2.77541	0.0339264
-2.77091	0.0339773
-2.75122	0.0342011
-2.73165	0.0344249
-2.7281	0.0344656
-2.70517	0.0347301
-2.67631	0.0350658
-2.66415	0.0352082
-2.61429	0.0357982
-2.58123	0.036195
-2.56357	0.0364086
-2.54269	0.0366629
-2.53687	0.0367341
-2.51205	0.0370393
-2.50629	0.0371105
-2.50218	0.0371614
-2.46951	0.0375683
-2.46383	0.0376395
-2.45411	0.0377616
-2.4533	0.0377717
-2.42276	0.0381583
-2.39727	0.0384838
-2.37122	0.0388195
-2.35397	0.0390433
-2.34383	0.0391756
-2.34227	0.0391959
-2.24573	0.0404777
-2.1949	0.0411695
-2.19416	0.0411796
-2.14126	0.0419121
-2.13908	0.0419426
-2.13181	0.0420443
-2.09646	0.0425428
-2.085	0.0427056
-2.07145	0.0428989
-2.06648	0.0429701
-2.0608	0.0430514
-2.05867	0.043082
-2.05867	0.043082
-2.05443	0.043143
-1.96934	0.0443841
-1.92498	0.0450453
-1.91281	0.0452284
-1.89599	0.0454828
-1.88862	0.0455947
-1.84278	0.0462966
-1.83949	0.0463474
-1.83225	0.0464593
-1.83225	0.0464593
-1.8316	0.0464695
-1.75381	0.0476903
-1.70493	0.0484736
-1.70116	0.0485346
-1.6861	0.0487788
-1.67798	0.048911
-1.6705	0.0490331
-1.6488	0.0493891
-1.6488	0.0493891
-1.61928	0.0498774
-1.61622	0.0499283
-1.584	0.0504674
-1.57555	0.0506099
-1.57133	0.0506811
-1.55691	0.0509252
-1.52354	0.0514949
-1.48117	0.0522273
-1.46776	0.0524613
-1.46543	0.052502
-1.44169	0.0529191
-1.4233	0.0532446
-1.41986	0.0533057
-1.41757	0.0533464
-1.34466	0.0546587
-1.34355	0.054679
-1.33519	0.0548316
-1.31964	0.0551164
-1.31466	0.055208
-1.31025	0.0552894
-1.30088	0.0554623
-1.29978	0.0554827
-1.2275	0.0568356
-1.2029	0.0573036
-1.1407	0.058504
-1.10853	0.0591347
-1.10441	0.0592161
-1.10183	0.0592669
-1.09772	0.0593483
